UMAP1,UMAP2,cell_type,condition
7.630742,5.86003,Endothelial,DVT
-3.2338808,5.0302052,Fibroblast,DVT
0.4404053,13.690125,Fibroblast,DVT
-1.6182418,-0.025076209,Fibroblast,DVT
-2.7612522,-4.798442,Fibroblast,DVT
-2.3602204,-4.6560283,Fibroblast,DVT
3.9105752,-4.083263,Fibroblast,DVT
-2.6945617,-4.2616086,Fibroblast,DVT
6.521284,5.855372,Endothelial,DVT
3.7670493,4.9589477,Endothelial,DVT
-5.0372324,6.8321958,Fibroblast,DVT
-4.9145174,7.7115703,Macrophage,DVT
-11.131482,5.7080526,Fibroblast,DVT
2.9985282,-3.8626027,Fibroblast,DVT
-5.860648,5.354767,Fibroblast,DVT
-5.3583617,8.117867,Macrophage,DVT
-1.8365273,15.90321,Fibroblast,DVT
-1.4408302,-3.3295412,Fibroblast,DVT
1.592782,-2.9497879,Fibroblast,DVT
-6.386698,6.9110913,Macrophage,DVT
-1.7898011,14.483107,Fibroblast,DVT
2.843347,0.57203585,Fibroblast,DVT
-7.939176,-1.4655211,VSMC,DVT
-8.92332,-1.5329765,VSMC,DVT
-6.220451,1.4283272,VSMC,DVT
7.874322,4.8666778,Endothelial,DVT
-0.5084908,-5.645905,Fibroblast,DVT
-3.299345,-3.7764478,Fibroblast,DVT
-5.80104,11.820239,Neutrophil,DVT
5.573199,11.367926,B_cell,DVT
6.55815,5.6820416,Endothelial,DVT
2.699761,-3.553463,Fibroblast,DVT
-2.9023106,-5.6639237,Fibroblast,DVT
2.7286024,0.35749787,Fibroblast,DVT
-3.2764022,-4.0331225,Fibroblast,DVT
-5.536573,12.018842,Neutrophil,DVT
-2.146652,-3.347898,Fibroblast,DVT
2.5572329,-3.746459,Fibroblast,DVT
-5.009588,8.178268,Macrophage,DVT
-1.4099572,-5.114732,Fibroblast,DVT
-3.705925,-2.0992877,Fibroblast,DVT
-2.9312024,-5.397165,Fibroblast,DVT
5.0897307,10.678449,B_cell,DVT
-2.37675,-5.57916,Fibroblast,DVT
-6.7824078,-1.674194,VSMC,DVT
2.9914436,-0.31892934,Fibroblast,DVT
-5.594377,6.837876,Macrophage,DVT
-3.536023,-2.872872,Fibroblast,DVT
-1.1743588,-5.847937,Fibroblast,DVT
-7.100164,-1.0447141,VSMC,DVT
-1.6823082,-5.6334853,Fibroblast,DVT
5.263074,5.7103467,Endothelial,DVT
0.26787415,-4.4867826,Fibroblast,DVT
-3.8676448,6.2974133,Fibroblast,DVT
-2.2399998,-4.2991576,Fibroblast,DVT
-6.2146964,7.9561806,Macrophage,DVT
-2.0518968,-5.859533,Fibroblast,DVT
-3.518603,-1.9742148,Fibroblast,DVT
-2.9921193,-3.634511,Fibroblast,DVT
-4.9917793,7.5295625,Macrophage,DVT
-1.843905,-3.2896438,Fibroblast,DVT
-3.2575514,-2.924291,Fibroblast,DVT
0.8970132,13.683001,Fibroblast,DVT
-3.820745,-3.809204,Fibroblast,DVT
5.6870613,6.186826,Endothelial,DVT
-1.4279271,9.887388,Monocyte,DVT
0.58508366,2.5318081,Endothelial,DVT
-2.0746908,-5.054627,Fibroblast,DVT
-3.3540251,-3.3321164,Fibroblast,DVT
0.883797,15.282205,Fibroblast,DVT
2.9785383,-3.8383036,Fibroblast,DVT
-3.3901625,-4.995251,Fibroblast,DVT
0.6055204,-3.5158625,Fibroblast,DVT
3.7929652,-3.9745026,Fibroblast,DVT
0.83279043,13.961768,Fibroblast,DVT
-3.5335963,-4.9291363,Fibroblast,DVT
-1.6266913,-5.063235,Fibroblast,DVT
1.0122895,-2.953301,Fibroblast,DVT
0.86907744,14.125856,Fibroblast,DVT
-2.9177666,-4.9819465,Fibroblast,DVT
-1.8358369,15.602174,Fibroblast,DVT
2.9362562,-3.6366026,Fibroblast,DVT
-1.7958357,-5.067642,Fibroblast,DVT
-7.8460407,-1.7912703,VSMC,DVT
7.9537716,5.6846905,Endothelial,DVT
-5.8516808,-1.1081635,VSMC,DVT
1.6334409,-3.952523,Fibroblast,DVT
-3.3380566,-1.4360201,Fibroblast,DVT
-5.2994123,6.45586,Fibroblast,DVT
1.4294425,13.023387,Fibroblast,DVT
-0.84970707,-1.7985901,Fibroblast,DVT
-3.4737494,-2.183028,Fibroblast,DVT
-0.71983206,-5.574934,Fibroblast,DVT
-6.207889,7.4446216,Macrophage,DVT
7.864953,5.84093,Endothelial,DVT
1.5145346,-6.136925,Fibroblast,DVT
1.9823776,-3.4328198,Fibroblast,DVT
-3.5759897,5.8605437,Fibroblast,DVT
0.4474184,-4.0428624,Fibroblast,DVT
5.9372015,11.066102,B_cell,DVT
1.705308,-4.531397,Fibroblast,DVT
-2.3122036,5.0369105,Fibroblast,DVT
-6.974375,1.3746223,VSMC,DVT
-5.2657776,5.6283097,Fibroblast,DVT
3.950006,20.667078,Fibroblast,DVT
-7.6322308,-1.2920021,VSMC,DVT
0.76314825,-0.7640529,Fibroblast,DVT
0.5164471,15.671148,Fibroblast,DVT
-5.4919033,11.048365,Neutrophil,DVT
7.48631,5.7907734,Endothelial,DVT
2.8253639,7.8648124,Fibroblast,DVT
-1.6469754,14.227752,Fibroblast,DVT
-2.1488907,5.481913,Fibroblast,DVT
-1.0458463,3.4148524,Endothelial,DVT
14.496627,7.7314725,Fibroblast,DVT
-0.87683535,14.680442,Fibroblast,DVT
-1.6816722,-2.1703167,Fibroblast,DVT
-6.5367856,1.4075925,VSMC,DVT
1.2966769,14.117982,Fibroblast,DVT
-8.586272,-1.6590079,VSMC,DVT
1.1280394,13.034921,Fibroblast,DVT
-4.9778337,6.737508,Fibroblast,DVT
-2.3789485,-5.405401,Fibroblast,DVT
-5.890622,13.001973,Neutrophil,DVT
-2.8249629,-5.3372746,Fibroblast,DVT
-3.7379248,-4.3317904,Fibroblast,DVT
14.76947,7.941937,Fibroblast,DVT
-8.123547,-1.7711282,VSMC,DVT
2.2527902,-3.450892,Fibroblast,DVT
2.3494947,-1.2587969,Fibroblast,DVT
6.231505,2.3159437,Endothelial,DVT
-3.0941906,-2.5130215,Fibroblast,DVT
-0.0055292654,-2.3669617,Fibroblast,DVT
2.9701107,-0.10946806,Fibroblast,DVT
-1.239819,14.975059,Fibroblast,DVT
0.8939146,-3.1140487,Fibroblast,DVT
-0.8188663,-4.910001,Fibroblast,DVT
3.680092,-3.9474823,Fibroblast,DVT
-2.9034653,-3.9743247,Fibroblast,DVT
-6.2075725,7.313839,Macrophage,DVT
-5.9736495,12.837453,Neutrophil,DVT
7.2999263,5.5187693,Endothelial,DVT
-7.0847173,12.408712,Neutrophil,DVT
2.0387964,-4.3176093,Fibroblast,DVT
-4.805582,6.128531,Fibroblast,DVT
5.8528767,12.433519,B_cell,DVT
2.0963097,7.7395163,Fibroblast,DVT
2.9024699,7.737852,Fibroblast,DVT
2.2463095,0.8672673,Fibroblast,DVT
-3.5663383,-3.9410377,Fibroblast,DVT
-3.7863123,10.090393,Monocyte,DVT
-1.4646372,-5.42842,Fibroblast,DVT
-6.5911417,0.5065951,VSMC,DVT
0.16729099,-2.3956718,Fibroblast,DVT
-2.1281667,-4.683509,Fibroblast,DVT
-2.783942,-4.7609406,Fibroblast,DVT
5.6969156,5.9753814,Endothelial,DVT
-1.1750289,-5.9407206,Fibroblast,DVT
-8.445423,-1.3233186,VSMC,DVT
-1.5382962,12.843796,Fibroblast,DVT
-1.5264977,-3.858365,Fibroblast,DVT
-6.4473953,-0.022582408,VSMC,DVT
-5.7501683,8.1683,Macrophage,DVT
2.2741604,8.7903805,Fibroblast,DVT
1.6960355,-4.2991114,Fibroblast,DVT
-1.436088,8.910047,Monocyte,DVT
-3.5011609,-2.9260867,Fibroblast,DVT
-2.2322562,-4.558812,Fibroblast,DVT
3.6446621,0.02797899,Fibroblast,DVT
-2.7880273,4.261339,Fibroblast,DVT
1.4651757,-3.0429556,Fibroblast,DVT
0.96521133,16.086657,Fibroblast,DVT
-2.338582,-3.8621128,Fibroblast,DVT
3.0068264,6.402962,Fibroblast,DVT
-4.5695024,8.553907,Macrophage,DVT
-4.5322914,8.183588,Macrophage,DVT
-2.1296072,14.809429,Fibroblast,DVT
3.9569628,20.67476,Fibroblast,DVT
2.7301617,4.8171787,Endothelial,DVT
-2.3802254,-2.904926,Fibroblast,DVT
-6.4012117,12.663528,Neutrophil,DVT
-0.9410112,14.030971,Fibroblast,DVT
-3.5157194,-1.9233394,Fibroblast,DVT
3.6833982,20.382025,Fibroblast,DVT
5.83491,1.6116061,Fibroblast,DVT
-7.4110866,-1.201433,VSMC,DVT
-5.877336,-0.9307247,VSMC,DVT
1.5154413,-2.9890049,Fibroblast,DVT
-2.7517068,4.9083686,Fibroblast,DVT
-2.4493194,-4.632628,Fibroblast,DVT
-4.9604278,11.591238,Neutrophil,DVT
0.018526101,-6.821671,Fibroblast,DVT
-3.1451523,6.436227,Fibroblast,DVT
-0.7044259,7.6208954,Monocyte,DVT
-2.089804,8.272021,Monocyte,DVT
-2.4615953,4.80636,Fibroblast,DVT
3.1628873,0.08485817,Fibroblast,DVT
6.5699477,5.6079187,Endothelial,DVT
-1.2235901,-3.898445,Fibroblast,DVT
-1.2366782,-5.7198544,Fibroblast,DVT
-1.3126959,-1.8586603,Fibroblast,DVT
-2.6052206,-3.1153247,Fibroblast,DVT
14.537656,7.7348437,Fibroblast,DVT
-1.6407121,7.208904,Fibroblast,DVT
-2.03959,7.3364964,Endothelial,DVT
-1.991413,-4.8122773,Fibroblast,DVT
-2.3010585,-5.387171,Fibroblast,DVT
-7.380223,1.2611331,VSMC,DVT
-4.5729575,11.748991,Neutrophil,DVT
-7.0405955,-1.5749072,VSMC,DVT
-1.5144942,-5.6026125,Fibroblast,DVT
-5.099731,5.772667,Fibroblast,DVT
-1.0769709,-3.3817184,Fibroblast,DVT
0.7788915,-3.582998,Fibroblast,DVT
3.2719502,-0.7905952,Fibroblast,DVT
-6.8327236,-0.42121175,VSMC,DVT
-7.2969117,-0.8765611,VSMC,DVT
-3.1542356,-2.6354253,Fibroblast,DVT
-5.5718884,8.456417,Macrophage,DVT
-6.588653,0.9839635,VSMC,DVT
-1.2977887,-4.8887973,Fibroblast,DVT
0.62873876,-3.5806513,Fibroblast,DVT
14.018423,7.45244,Fibroblast,DVT
-3.4153497,-4.9192615,Fibroblast,DVT
3.665415,4.840624,Endothelial,DVT
1.4405948,14.394969,Fibroblast,DVT
0.6022776,15.056265,Fibroblast,DVT
-0.606727,-5.6533856,Fibroblast,DVT
-3.210699,8.364408,Monocyte,DVT
3.4236672,0.27503166,Fibroblast,DVT
-4.6636004,11.774871,Neutrophil,DVT
-7.994737,-0.56882185,VSMC,DVT
0.6663772,-3.6165283,Fibroblast,DVT
-0.2863075,-4.111601,Fibroblast,DVT
-0.9197067,-2.4993944,Fibroblast,DVT
-4.904117,7.539703,Macrophage,DVT
-1.2842871,9.872869,Monocyte,DVT
-0.59710324,-4.679485,Fibroblast,DVT
-8.16934,-0.88894665,VSMC,DVT
1.443034,13.101332,Fibroblast,DVT
-1.9002627,8.581307,Monocyte,DVT
-4.8330445,4.4000263,Fibroblast,DVT
5.9529195,5.9483986,Endothelial,DVT
-1.9056383,-4.1426167,Fibroblast,DVT
-8.33109,-1.8106817,VSMC,DVT
-0.3381124,7.163521,Fibroblast,DVT
-0.6224444,14.722403,Fibroblast,DVT
-3.4726095,9.874223,Monocyte,DVT
-2.709361,-3.6567063,Fibroblast,DVT
-3.5517569,-3.063986,Fibroblast,DVT
7.5306926,5.538863,Endothelial,DVT
0.8205767,14.998383,Fibroblast,DVT
7.838041,5.7454896,Endothelial,DVT
-0.6130354,12.984219,Fibroblast,DVT
-1.0154555,-2.8935266,Fibroblast,DVT
2.6573787,-4.3094525,Fibroblast,DVT
-0.38445127,-6.295229,Fibroblast,DVT
3.8485813,-4.256173,Fibroblast,DVT
3.6338801,-4.0905,Fibroblast,DVT
-8.455183,-1.4597614,VSMC,DVT
-3.0489233,7.718662,Fibroblast,DVT
-1.2296437,8.781657,Monocyte,DVT
3.017139,4.420041,Endothelial,DVT
-2.5987508,-1.5510705,Fibroblast,DVT
-8.062155,-1.0559547,VSMC,DVT
5.5727854,10.893353,B_cell,DVT
-4.7185416,6.432051,Fibroblast,DVT
6.2554584,12.207618,B_cell,DVT
5.984387,11.626499,B_cell,DVT
3.9367604,3.4662938,Endothelial,DVT
0.49082455,-3.2244198,Fibroblast,DVT
-1.3610307,-1.9205663,Fibroblast,DVT
0.35117036,2.4435298,Endothelial,DVT
-6.4840617,-0.976316,VSMC,DVT
2.0440083,2.569154,Fibroblast,DVT
5.6533966,12.288474,B_cell,DVT
-1.3222562,8.930682,Monocyte,DVT
-4.171655,-3.841702,Fibroblast,DVT
0.7484844,-2.7645705,Fibroblast,DVT
2.3903873,16.126926,Fibroblast,DVT
-1.3800013,-2.440125,Fibroblast,DVT
-10.550458,5.483099,Fibroblast,DVT
3.8565073,4.6820993,Endothelial,DVT
-3.5545716,-2.0705438,Fibroblast,DVT
-11.698972,5.763598,Fibroblast,DVT
-2.932561,7.909414,Fibroblast,DVT
3.0871956,-0.8033134,Fibroblast,DVT
7.3849673,6.018488,Endothelial,DVT
-4.454446,12.03748,Neutrophil,DVT
-10.316778,5.5656843,Fibroblast,DVT
7.5786805,5.881593,Endothelial,DVT
-2.8619764,4.7423143,Fibroblast,DVT
-10.224648,5.479941,Fibroblast,DVT
-3.103254,-5.4500537,Fibroblast,DVT
-3.442629,9.738124,Monocyte,DVT
-3.1859643,9.543163,Monocyte,DVT
-3.390674,-4.0828276,Fibroblast,DVT
-0.92750263,9.041443,Monocyte,DVT
-3.0928593,6.140987,Fibroblast,DVT
0.32289907,-2.8428133,Fibroblast,DVT
-0.47216138,-4.6208024,Fibroblast,DVT
1.160823,-2.2134516,Fibroblast,DVT
-6.046105,5.955934,Fibroblast,DVT
-6.068934,5.183815,Fibroblast,DVT
-2.181016,15.297334,Fibroblast,DVT
2.7705293,4.6319213,Endothelial,DVT
6.391166,12.101455,B_cell,DVT
2.0560577,4.8323073,Endothelial,DVT
-0.37455308,-4.3964844,Fibroblast,DVT
-3.0323527,-4.323892,Fibroblast,DVT
0.02875938,-2.280452,Fibroblast,DVT
0.6303719,14.360966,Fibroblast,DVT
1.6388221,13.022302,Fibroblast,DVT
-3.3102732,-5.341688,Fibroblast,DVT
2.5182183,-0.78416276,Fibroblast,DVT
-3.2807727,-4.845344,Fibroblast,DVT
-5.8028345,12.258943,Neutrophil,DVT
3.8013673,0.29604295,Fibroblast,DVT
-3.5023181,-1.6052557,Fibroblast,DVT
-3.5426702,-2.015434,Fibroblast,DVT
-8.891678,-1.0644083,VSMC,DVT
2.7693412,-0.53261864,Fibroblast,DVT
-5.5902743,11.8052635,Neutrophil,DVT
-2.2844596,6.29507,Fibroblast,DVT
7.7195153,5.411248,Endothelial,DVT
2.5390613,0.13227734,Fibroblast,DVT
-1.5321565,-6.1485767,Fibroblast,DVT
4.647932,4.899054,Endothelial,DVT
-3.9068851,-2.8359785,Fibroblast,DVT
-1.316378,-4.3772445,Fibroblast,DVT
-2.1119902,-3.6903176,Fibroblast,DVT
5.888593,11.8810005,B_cell,DVT
5.505214,10.958258,B_cell,DVT
-1.9034613,-3.0244005,Fibroblast,DVT
-1.9772551,16.14915,Fibroblast,DVT
-5.79468,-0.9209316,VSMC,DVT
-2.6056376,-2.7765868,Fibroblast,DVT
-7.373196,12.789403,Neutrophil,DVT
2.620868,0.3082541,Fibroblast,DVT
-1.7564075,-5.3986444,Fibroblast,DVT
-0.99988186,-1.9381196,Fibroblast,DVT
2.346465,-1.2313961,Fibroblast,DVT
-7.5488915,-1.3926091,VSMC,DVT
-1.4710712,-5.1329155,Fibroblast,DVT
1.9541168,-0.34172437,Fibroblast,DVT
1.5020957,1.6541963,Fibroblast,DVT
-0.16506936,14.683947,Fibroblast,DVT
1.620992,-4.7221885,Fibroblast,DVT
-3.6268964,-4.18432,Fibroblast,DVT
-3.1469448,9.20129,Monocyte,DVT
-0.60469234,-2.7290332,Fibroblast,DVT
1.3590018,11.940543,Fibroblast,DVT
-5.6812043,-1.2733965,VSMC,DVT
-3.3756356,-3.4765103,Fibroblast,DVT
-0.7384856,-4.3641033,Fibroblast,DVT
4.6432114,5.5051637,Endothelial,DVT
-2.2070432,14.967341,Fibroblast,DVT
-3.0100777,-4.217925,Fibroblast,DVT
-1.7891225,14.750869,Fibroblast,DVT
2.7403493,-5.8839874,Fibroblast,DVT
-0.6107366,-6.21731,Fibroblast,DVT
2.7747889,0.1586621,Fibroblast,DVT
-7.4219656,0.7238859,VSMC,DVT
2.5459564,-3.5709398,Fibroblast,DVT
-5.8921695,13.200388,Neutrophil,DVT
5.483291,11.934654,B_cell,DVT
-7.5836096,-0.9396876,VSMC,DVT
-0.7438923,9.192608,Monocyte,DVT
0.6727283,-4.3940563,Fibroblast,DVT
-1.2392344,8.842318,Monocyte,DVT
-0.84125125,-3.0536735,Fibroblast,DVT
-4.841093,7.021166,Fibroblast,DVT
-3.246581,-2.6398191,Fibroblast,DVT
-5.7704864,8.426903,Macrophage,DVT
5.720545,2.094396,Endothelial,DVT
-1.4760534,-3.5058599,Fibroblast,DVT
-3.6752412,8.789164,Monocyte,DVT
-3.6509457,-4.560019,Fibroblast,DVT
-3.2561607,9.439416,Monocyte,DVT
-5.938237,12.078315,Neutrophil,DVT
-1.8863496,-4.902344,Fibroblast,DVT
-5.6665163,8.3249,Macrophage,DVT
-5.390719,11.642706,Neutrophil,DVT
3.4478369,0.054441333,Fibroblast,DVT
-5.0580497,8.394298,Macrophage,DVT
14.43565,7.6757936,Fibroblast,DVT
3.4641106,0.09737665,Fibroblast,DVT
-0.51060206,-5.5427046,Fibroblast,DVT
-5.346434,12.1824255,Neutrophil,DVT
-3.3974435,-3.5473855,Fibroblast,DVT
1.0626984,14.02984,Fibroblast,DVT
-7.910415,-0.7916902,VSMC,DVT
3.5263226,-0.09320949,Fibroblast,DVT
5.698383,11.771505,B_cell,DVT
-0.54800093,3.0670905,Endothelial,DVT
-9.058426,-1.2183679,VSMC,DVT
-6.227784,1.6132225,VSMC,DVT
-8.886055,-1.1525793,VSMC,DVT
3.9827425,-4.3611565,Fibroblast,DVT
-0.60088515,15.92793,Fibroblast,DVT
2.5731266,-0.32571992,Fibroblast,DVT
-6.086828,8.053316,Macrophage,DVT
2.2873068,8.785487,Fibroblast,DVT
2.5773337,0.38257593,Fibroblast,DVT
-2.0106063,-3.163237,Fibroblast,DVT
5.540855,10.886253,B_cell,DVT
-2.1471586,8.379578,Monocyte,DVT
5.232904,5.8297033,Endothelial,DVT
-5.529757,5.722001,Fibroblast,DVT
-1.8910474,-2.9755998,Fibroblast,DVT
-2.9219024,-3.991292,Fibroblast,DVT
-2.3485596,6.9086437,Fibroblast,DVT
-7.441526,-1.8437753,VSMC,DVT
-3.7891088,5.917575,Fibroblast,DVT
-2.9051044,5.0026426,Fibroblast,DVT
1.4888285,13.310596,Fibroblast,DVT
-1.6214429,14.921381,Fibroblast,DVT
-8.94208,-1.4370856,VSMC,DVT
-1.1781873,-4.192743,Fibroblast,DVT
-3.8735769,8.599185,Monocyte,DVT
-8.819647,-1.4642731,VSMC,DVT
-3.3099096,9.782565,Monocyte,DVT
-2.1425052,-1.1796902,Fibroblast,DVT
5.722312,6.2343135,Endothelial,DVT
-1.8849297,16.108072,Fibroblast,DVT
7.3185334,6.081622,Endothelial,DVT
-1.5705713,6.5735464,Fibroblast,DVT
7.4563174,6.29907,Endothelial,DVT
-3.8101816,8.869174,Monocyte,DVT
-0.38680845,-1.380892,Fibroblast,DVT
-3.65415,-1.6285819,Fibroblast,DVT
-3.8294003,7.4114842,Fibroblast,DVT
-4.1034746,8.818491,Monocyte,DVT
-5.497638,7.5849366,Macrophage,DVT
1.8205354,-4.358246,Fibroblast,DVT
-4.1672254,-4.507819,Fibroblast,DVT
4.4210734,-4.52699,Fibroblast,DVT
2.9284408,16.455845,Fibroblast,DVT
-2.0414057,14.709568,Fibroblast,DVT
1.192974,14.656642,Fibroblast,DVT
-1.8324572,15.071714,Fibroblast,DVT
6.055393,11.088291,B_cell,DVT
-0.63694936,-2.3723795,Fibroblast,DVT
6.280589,12.291945,B_cell,DVT
14.374518,7.640605,Fibroblast,DVT
1.0780706,-2.380149,Fibroblast,DVT
-6.3144855,1.4955931,VSMC,DVT
-8.681735,-1.3848644,VSMC,DVT
-2.6849198,-3.0827088,Fibroblast,DVT
4.7743735,5.5609283,Endothelial,DVT
2.2443354,8.82457,Fibroblast,DVT
-3.2595785,-5.0146794,Fibroblast,DVT
3.7731133,0.12364232,Fibroblast,DVT
-1.5702566,-3.094281,Fibroblast,DVT
-8.1149235,-0.9416169,VSMC,DVT
3.519435,4.856979,Endothelial,DVT
-2.8235314,-5.9336004,Fibroblast,DVT
-2.072056,-2.4402485,Fibroblast,DVT
-4.5940514,8.425174,Macrophage,DVT
-0.17967813,15.475443,Fibroblast,DVT
3.2429297,6.2753134,Fibroblast,DVT
-6.046892,5.563204,Fibroblast,DVT
-4.9839563,10.938786,Neutrophil,DVT
2.8202064,0.40354007,Fibroblast,DVT
-5.8134108,12.712703,Neutrophil,DVT
1.7051651,16.037819,Fibroblast,DVT
-1.9090284,7.5240736,Endothelial,DVT
7.660949,6.3995028,Endothelial,DVT
-0.5499301,-2.2258377,Fibroblast,DVT
-3.5911677,-4.8972225,Fibroblast,DVT
-1.9186835,8.472601,Monocyte,DVT
-10.947207,5.4511666,Fibroblast,DVT
-0.74433863,-2.942867,Fibroblast,DVT
-6.5505824,-1.4189981,VSMC,DVT
-1.0436121,-1.8239295,Fibroblast,DVT
-6.7329235,0.93492264,VSMC,DVT
7.0043387,6.599846,Endothelial,DVT
0.79809654,-2.5782704,Fibroblast,DVT
2.993894,-0.5692719,Fibroblast,DVT
2.2700875,-4.266057,Fibroblast,DVT
-1.8504411,-6.317443,Fibroblast,DVT
-1.4954993,-3.8952568,Fibroblast,DVT
-1.2380276,-1.9928825,Fibroblast,DVT
-3.134626,-1.6765565,Fibroblast,DVT
3.4126775,0.24692596,Fibroblast,DVT
-0.27004895,-3.7635233,Fibroblast,DVT
-2.1655788,-3.4270911,Fibroblast,DVT
-2.7743294,-2.1160932,Fibroblast,DVT
3.5624368,-4.128354,Fibroblast,DVT
-4.577543,6.22192,Fibroblast,DVT
-2.217423,-4.173061,Fibroblast,DVT
2.14308,-4.085111,Fibroblast,DVT
-8.113619,-1.2383837,VSMC,DVT
0.103077225,2.8611798,Endothelial,DVT
1.1381799,-2.4728067,Fibroblast,DVT
-0.48065454,-3.0488312,Fibroblast,DVT
14.405064,7.6677303,Fibroblast,DVT
-2.5982454,-5.115883,Fibroblast,DVT
-2.7463863,-3.364799,Fibroblast,DVT
2.3484437,4.806653,Endothelial,DVT
5.374179,5.658553,Endothelial,DVT
1.415849,1.0957569,Fibroblast,DVT
-0.70576304,-3.9442096,Fibroblast,DVT
-1.4773734,-3.4631217,Fibroblast,DVT
3.4119105,-0.12166066,Fibroblast,DVT
-2.6481025,-4.5736375,Fibroblast,DVT
-1.7089301,-4.5675454,Fibroblast,DVT
-2.0073028,-2.0229592,Fibroblast,DVT
-3.0984669,-3.497171,Fibroblast,DVT
-3.0997245,9.320929,Monocyte,DVT
2.6778655,0.14212005,Fibroblast,DVT
-3.1898003,-4.3636756,Fibroblast,DVT
3.0001543,-4.0636487,Fibroblast,DVT
-2.748253,-2.375525,Fibroblast,DVT
0.97564876,-5.127884,Fibroblast,DVT
-1.4601847,8.78902,Monocyte,DVT
-0.73068565,13.840936,Fibroblast,DVT
0.6940568,-4.219933,Fibroblast,DVT
1.1225888,13.811101,Fibroblast,DVT
5.6035075,6.292354,Endothelial,DVT
1.3175191,15.892135,Fibroblast,DVT
-0.2764152,-5.8379393,Fibroblast,DVT
-5.9668417,11.918728,Neutrophil,DVT
-4.8132606,12.520959,Neutrophil,DVT
0.84413314,-4.529243,Fibroblast,DVT
5.2494245,6.222802,Endothelial,DVT
-3.281225,-4.793025,Fibroblast,DVT
2.5808487,-1.0036832,Fibroblast,DVT
-7.433203,-1.1436064,VSMC,DVT
-6.312783,1.5216019,VSMC,DVT
-2.4634566,-6.047305,Fibroblast,DVT
7.0093474,6.160479,Endothelial,DVT
-6.0346913,6.3571997,Macrophage,DVT
-7.6871324,12.358135,Neutrophil,DVT
-2.8444836,8.615018,Monocyte,DVT
-6.7784505,-0.66533047,VSMC,DVT
-1.0242494,8.539863,Monocyte,DVT
3.8901005,0.12918246,Fibroblast,DVT
1.2389637,13.2567425,Fibroblast,DVT
2.7049706,4.187175,Endothelial,DVT
3.6713355,-4.296291,Fibroblast,DVT
-5.999147,7.23232,Macrophage,DVT
-0.8518193,-5.422557,Fibroblast,DVT
-4.9298935,12.738564,Neutrophil,DVT
-7.986089,-0.9181719,VSMC,DVT
-0.7728665,-3.281274,Fibroblast,DVT
2.8618915,0.0004814322,Fibroblast,DVT
2.7825296,-0.14771758,Fibroblast,DVT
-1.6728466,-5.015941,Fibroblast,DVT
-6.133376,7.55564,Macrophage,DVT
5.62471,6.004488,Endothelial,DVT
6.289815,6.100765,Endothelial,DVT
-3.1158118,9.894468,Monocyte,DVT
0.6155568,-4.6452765,Fibroblast,DVT
1.9021691,0.015681067,Fibroblast,DVT
-2.672311,-3.1882293,Fibroblast,DVT
1.7503163,13.290483,Fibroblast,DVT
-0.7111575,13.900783,Fibroblast,DVT
-2.1573577,-2.475166,Fibroblast,DVT
-1.3140317,-4.919867,Fibroblast,DVT
7.597626,5.8533816,Endothelial,DVT
14.543544,7.7446065,Fibroblast,DVT
-4.039224,5.529057,Fibroblast,DVT
0.5933337,15.076242,Fibroblast,DVT
-2.5536397,-4.6466513,Fibroblast,DVT
2.9151812,-4.217986,Fibroblast,DVT
2.4138267,4.319625,Endothelial,DVT
-0.90294135,-3.6264493,Fibroblast,DVT
0.8636063,15.35251,Fibroblast,DVT
0.1262242,15.076679,Fibroblast,DVT
7.3365417,6.787912,Endothelial,DVT
-3.793986,10.419302,Monocyte,DVT
-4.893104,9.464984,Macrophage,DVT
3.8198378,20.53264,Fibroblast,DVT
-5.9909773,6.7031565,Macrophage,DVT
-1.2792338,15.067343,Fibroblast,DVT
-2.9044518,-4.363543,Fibroblast,DVT
-1.7951959,14.750183,Fibroblast,DVT
-0.36319554,15.450931,Fibroblast,DVT
2.4254577,-0.07915838,Fibroblast,DVT
-1.5453107,13.966235,Fibroblast,DVT
-4.410933,10.190956,Macrophage,DVT
6.1134295,11.123365,B_cell,DVT
-6.0164814,8.10249,Macrophage,DVT
2.9455268,-4.3016043,Fibroblast,DVT
-4.1411915,-3.7923687,Fibroblast,DVT
-2.0147648,-5.1779127,Fibroblast,DVT
-11.10017,5.352968,Fibroblast,DVT
2.0091407,7.8245587,Fibroblast,DVT
-3.7199686,-2.04627,Fibroblast,DVT
-1.2807091,-6.1102777,Fibroblast,DVT
-7.71651,-1.2511942,VSMC,DVT
-0.57741034,-5.944827,Fibroblast,DVT
-2.5365267,-4.6671624,Fibroblast,DVT
-1.9639008,14.498917,Fibroblast,DVT
-4.830584,4.4177265,Fibroblast,DVT
3.749683,4.5980005,Endothelial,DVT
-2.4682202,5.911232,Fibroblast,DVT
2.540969,-0.10769767,Fibroblast,DVT
5.645006,11.015012,B_cell,DVT
-0.849664,-3.3269033,Fibroblast,DVT
7.7592854,5.740374,Endothelial,DVT
0.854771,-3.2029836,Fibroblast,DVT
0.9848096,-3.6898534,Fibroblast,DVT
-1.1387688,-4.3498597,Fibroblast,DVT
-5.339967,8.129959,Macrophage,DVT
-4.051833,8.958698,Monocyte,DVT
-4.9003515,9.713759,Macrophage,DVT
-1.873304,8.257029,Monocyte,DVT
-8.117522,-1.1178665,VSMC,DVT
